,0,1,2,3,4,5,6,7,8,9
0,,0.5771316885948181,,,,0.2030227780342102,,,0.20872369408607483,
0,0.7692710757255554,0.010046256706118584,0.01004322711378336,0.15037468075752258,0.010045956820249557,0.010043399408459663,0.010044153779745102,0.010043659247457981,0.010044358670711517,0.010043211281299591
0,,0.1466662734746933,,0.20338627696037292,,,,,0.635345458984375,
0,0.1648385226726532,,0.13470205664634705,0.3511112928390503,,,0.3421037495136261,,,
0,0.022152569144964218,0.06302131712436676,0.07879935950040817,,0.04866586998105049,0.29892855882644653,,0.10065148770809174,,0.38664329051971436
0,0.22195592522621155,,0.014867015182971954,0.3002069294452667,0.12441308796405792,,,0.3346768617630005,,
0,,,0.2914755940437317,0.6150831580162048,0.08232457935810089,,,,,
0,0.1199275404214859,0.6717991828918457,,,,,,0.12417490780353546,0.07392004132270813,
0,,,,0.06636250019073486,0.2672770023345947,,,0.28584665060043335,,0.3611352741718292
0,,0.2771299183368683,,,,0.6062246561050415,,,,0.10691770166158676
0,,0.41771554946899414,,,0.11568298935890198,0.29219114780426025,,0.08086157590150833,,0.0877305343747139
0,,0.29940372705459595,,,0.12936078011989594,0.19428132474422455,,,0.36114850640296936,
0,,,,0.047123074531555176,0.14882634580135345,,,0.5292366147041321,0.2554241418838501,
0,,,,0.12543213367462158,,,,,0.5125930905342102,0.342520534992218
0,0.35987526178359985,,,0.12275444716215134,,,,,,0.497918039560318
0,,,,0.08664492517709732,0.6835251450538635,0.2142365276813507,,,,
0,,0.20575951039791107,,0.08645734935998917,0.5052510499954224,0.15881523489952087,,,0.036464765667915344,
0,,,,,0.43634557723999023,0.157091423869133,0.30006152391433716,0.09473166614770889,,
0,0.36698782444000244,,,,,,,,0.36524108052253723,0.23732362687587738
0,,,0.0624631829559803,,0.26714393496513367,0.03879149630665779,0.37005144357681274,,0.052633706480264664,0.2057616114616394
0,0.2646055519580841,,0.11515674740076065,,0.2907596528530121,0.11353152990341187,,0.05886772647500038,,0.15524189174175262
0,,0.2572896480560303,,0.25072839856147766,,,,0.4719425439834595,,
0,,0.6700708866119385,,,0.1536802500486374,,,,,0.16134457290172577
0,,,,0.1820909082889557,,0.46005678176879883,0.05698232352733612,,0.1561974138021469,0.13895763456821442
0,,0.15436752140522003,,0.040475428104400635,,,0.07745680212974548,0.11440546810626984,0.11737941205501556,0.4909699559211731
0,0.12483454495668411,,0.11216748505830765,0.3468291461467743,,0.0652092769742012,0.3459510803222656,,,
0,0.6967605352401733,,,0.11861675977706909,0.17819148302078247,,,,,
0,0.6315320134162903,0.34559452533721924,,,,,,,,
0,,0.28698739409446716,,0.20932188630104065,0.17346614599227905,,,,0.312017023563385,
0,,,,0.07822583615779877,0.14815816283226013,,0.46776795387268066,,,0.2942674458026886
0,,,0.17067481577396393,0.23461948335170746,0.11618677526712418,0.06541047990322113,,,0.17711807787418365,0.2330474853515625
0,,,,0.11283809691667557,,0.10145389288663864,0.41455763578414917,0.255329430103302,0.10971610248088837,
0,,,,0.4483156204223633,,,,,,0.5266680717468262
0,,0.04894199222326279,,,0.22932636737823486,0.07606887817382812,,0.09600397199392319,0.40188178420066833,0.14074692130088806
0,,,0.04894096031785011,0.2123803049325943,0.33817073702812195,0.15503278374671936,,0.1035151407122612,,0.13751143217086792
0,0.01666770502924919,0.016669217497110367,0.016667095944285393,0.016667520627379417,0.8499882221221924,0.016667108982801437,0.01666925475001335,0.01666753739118576,0.016669102013111115,0.016667239367961884
0,0.21644264459609985,0.5073166489601135,,,,,,0.2610167860984802,,
0,0.10051700472831726,0.22093307971954346,,0.09443873167037964,0.1703166663646698,0.2072308212518692,0.09086763113737106,,,0.11250082403421402
0,0.49415838718414307,,,,,,,0.2339967042207718,,0.2581126391887665
0,0.5311356782913208,0.03571702912449837,,,0.31429073214530945,,,,,0.11002689599990845
0,,,,0.23726050555706024,0.10196821391582489,,,,,0.6464763879776001
0,,,0.09713371843099594,0.08976666629314423,,0.4791235327720642,0.03360409662127495,,,0.29860350489616394
0,0.10258318483829498,0.02404632978141308,0.27933019399642944,,,0.16618211567401886,0.4235418438911438,,,
0,,,0.06525792181491852,0.09005307406187057,,0.09555625170469284,0.594838559627533,0.14671191573143005,,
0,0.3466450870037079,,,,0.05975397676229477,,,,0.5855504870414734,
0,0.10454805195331573,,,0.14057987928390503,0.12258030474185944,,,0.04975667968392372,0.3162854313850403,0.26276710629463196
0,0.4050075113773346,0.0463634692132473,0.06346477568149567,,0.4705089330673218,,,,,
0,0.04627575725317001,0.013536754064261913,0.2155483216047287,0.1485307812690735,,,0.3627771735191345,0.10475464910268784,,0.10667410492897034
0,0.056136999279260635,,0.06149349361658096,,0.14670202136039734,0.06634888052940369,,,0.10366015881299973,0.5623775124549866
0,0.20291662216186523,,,,,,,,0.7742218971252441,
0,0.4486844539642334,0.07223878055810928,,,,,,0.040996845811605453,,0.42651593685150146
0,0.5366988182067871,,,,,,,,0.28706446290016174,0.15779806673526764
0,,,,,0.22067318856716156,,0.7582590579986572,,,
0,,0.32684221863746643,,0.02688855491578579,0.1234220415353775,0.22624869644641876,,,,0.29068970680236816
0,0.6107228398323059,0.33209723234176636,,,,,,,,
0,0.5939815640449524,,,,0.3726653754711151,,,,,
0,0.14131510257720947,,0.2567991316318512,,0.15052931010723114,,,0.18611325323581696,0.14481939375400543,0.11681541800498962
0,0.09609819203615189,,0.146349236369133,0.026731347665190697,,0.2819581627845764,0.0656161978840828,0.09020766615867615,,0.2828626334667206
0,,,,0.45279133319854736,0.11297453939914703,0.3038083016872406,,,0.12252447009086609,
0,,,,,,,,,0.9526116847991943,
0,0.46112480759620667,,,0.29528847336769104,,0.06801687926054001,,,0.1665997952222824,
0,0.28838953375816345,0.4400741457939148,,0.08213740587234497,,,,0.1796911358833313,,
0,,0.09611540287733078,0.13865192234516144,0.289865642786026,,,0.4646426737308502,,,
0,0.2612830400466919,0.09949831664562225,,,0.1815447360277176,,,0.10550743341445923,,0.34627604484558105
0,,0.10022454708814621,,,0.0924224853515625,0.07756828516721725,0.5958230495452881,,0.1301698088645935,
0,,,,,0.4239461123943329,,0.5560458898544312,,,
0,0.2920064330101013,,0.13622531294822693,,,,,,0.5587948560714722,
0,,,,,,0.07174409925937653,0.9209120869636536,,,
0,,0.18039445579051971,,,0.07938344031572342,0.24341708421707153,0.3732593357563019,,0.10883015394210815,
0,,,,,0.8611724972724915,,,,0.08880522102117538,
0,,,0.14532093703746796,0.26828286051750183,0.18682652711868286,,0.31378984451293945,0.07783187180757523,,
0,0.24212822318077087,,,,,,0.12298892438411713,0.2744970917701721,0.04968075454235077,0.3050181567668915
0,0.7649050354957581,,,,,,0.21842063963413239,,,
0,,0.6196407079696655,,0.19347836077213287,,,,,0.07999715209007263,0.10245876759290695
0,,,0.04414172098040581,,0.09037550538778305,0.12539295852184296,,,0.45280566811561584,0.2830072343349457
0,0.30163639783859253,,0.23672014474868774,0.3843587040901184,,0.06595508009195328,,,,
0,,0.4643890857696533,0.04716642200946808,0.05745120346546173,,,,0.28771039843559265,0.0990452840924263,0.041492823511362076
0,0.05903138220310211,0.17580057680606842,,,,0.09401046484708786,,,0.04427454620599747,0.6207032203674316
0,0.28760987520217896,,,0.1510278433561325,0.5450727343559265,,,,,
0,,,0.245367169380188,0.5674867033958435,,,0.17122668027877808,,,
0,0.45838862657546997,,,0.2925880253314972,0.17848548293113708,,,0.058990318328142166,,
0,0.29788362979888916,,,,,0.04340203106403351,,,0.3999745547771454,0.24872633814811707
0,,0.9029187560081482,,,,0.06069955229759216,,,,
0,,,0.08547276258468628,0.5166071653366089,,,0.297618567943573,,0.04116910696029663,0.05525359883904457
0,0.5024575591087341,0.4554135203361511,,,,,,,,
0,,,,0.30512601137161255,0.42108622193336487,0.2466101348400116,,0.021998323500156403,,
0,0.053147923201322556,,0.25241854786872864,0.13589221239089966,,,0.4329935312271118,,0.1211581602692604,
0,,,,0.14916521310806274,,0.4836865961551666,0.34379842877388,,,
0,,,,0.5950857400894165,0.19764885306358337,,0.18931008875370026,,,
0,,0.8838198184967041,,0.09453526884317398,,,,,,
0,0.2277829498052597,0.39633461833000183,0.07180631160736084,,,,,,0.14806148409843445,0.14934100210666656
0,0.035457808524370193,,,0.12367167323827744,0.21203437447547913,,0.10124418884515762,0.26292672753334045,0.25576332211494446,
0,,0.18796832859516144,,0.17861098051071167,,,0.23737673461437225,0.16139744222164154,0.2295398712158203,
0,0.47207656502723694,,,,,,,,0.2879200875759125,0.23113803565502167
0,0.3991392254829407,,,,,,0.5712162256240845,,,
0,,0.5893583297729492,,,,,,0.12069601565599442,0.2762136161327362,
0,0.09116882085800171,,,,0.25836658477783203,0.11545775085687637,0.10574609786272049,,,0.42300093173980713
0,0.17688557505607605,,,,0.6659042835235596,0.13532184064388275,,,,
0,,0.9749939441680908,,,,,,,,
0,0.07298445701599121,,,,0.372451514005661,,,,0.5351109504699707,
0,0.10872093588113785,0.11503659188747406,,0.5419040322303772,0.08014226704835892,0.14570990204811096,,,,
0,,,,,0.25987106561660767,0.6218714714050293,0.10503566265106201,,,
0,,,,0.17764900624752045,0.2908878028392792,,,,0.5108540654182434,
0,,,0.14517372846603394,0.4242458641529083,0.03630080446600914,0.38531553745269775,,,,
0,,,,0.13543428480625153,0.35819166898727417,0.17604875564575195,,,,0.3232572078704834
0,0.29077455401420593,,,,,0.21938574314117432,,0.20728258788585663,0.08692764490842819,0.19244195520877838
0,,0.13093358278274536,,0.19552497565746307,0.3274039626121521,,,0.04819589480757713,0.2889975607395172,
0,,0.6655955910682678,,,0.04426524043083191,0.08407970517873764,,0.07949670404195786,,0.12335020303726196
0,,,,,,0.1716400682926178,0.22835654020309448,0.17209772765636444,0.4107467532157898,
0,,0.33751365542411804,,,,,,,0.6424594521522522,
0,0.20455732941627502,0.36999011039733887,0.09682919830083847,,0.11512056738138199,,0.2032928168773651,,,
0,0.4254002869129181,,,,,0.1183600202202797,,,0.43872761726379395,
0,,,,0.06354738026857376,0.8147932291030884,,,,0.08981478959321976,
0,,0.48901334404945374,,0.027300357818603516,,0.17752505838871002,,,,0.29521235823631287
0,,0.30925846099853516,,,0.07828537374734879,,,0.27717825770378113,,0.324923038482666
0,0.46296367049217224,,,,,,0.512020468711853,,,
0,,0.39913567900657654,,,,0.27022799849510193,,,0.32032841444015503,
0,,,,,,0.2093932330608368,,,,0.7558040618896484
0,0.23084859549999237,,,,0.10055471211671829,,,0.20950308442115784,0.44141754508018494,
0,,,,0.4830717444419861,0.46688294410705566,,,,,
0,0.2086009830236435,0.11327371746301651,,0.09502331167459488,,,,0.3318185806274414,0.06128210574388504,0.18573950231075287
0,,,,,,,,,0.918120265007019,
0,0.09039127081632614,0.6459793448448181,,,,,,,,0.24654914438724518
0,,,,,,,0.9571243524551392,,,
0,,,,0.345171719789505,,,,0.06321848183870316,0.20916405320167542,0.3761233389377594
0,0.23125658929347992,,0.06311596184968948,,,0.4117787480354309,,,0.07457322627305984,0.21643075346946716
0,,,,,0.18651120364665985,,,0.2149854451417923,0.5844947695732117,
0,,,,,0.20364251732826233,0.11942897737026215,0.44186100363731384,,0.22373946011066437,
0,0.33824819326400757,0.017968691885471344,0.12271255254745483,,0.05261291190981865,0.07923439890146255,,,0.1732397973537445,0.21441872417926788
0,0.25132718682289124,,,,0.0938815250992775,,0.09877705574035645,0.2051382064819336,,0.34576907753944397
0,0.12585631012916565,0.05414024367928505,,0.18778462707996368,,,,,0.626658022403717,
0,0.22313687205314636,,0.03993065282702446,0.03671698272228241,,,,0.24971473217010498,,0.4465862214565277
0,,,,,,,0.9549818634986877,,,
0,0.1394418627023697,0.028413763269782066,0.20816688239574432,0.08717965334653854,,0.3310653567314148,,0.02008930593729019,0.06040453538298607,0.12468236684799194
0,0.8581531643867493,,,,,,,,,0.11602401733398438
0,,,,,0.46191906929016113,0.36543920636177063,,,0.16277532279491425,
0,,,0.33291080594062805,,,,,,,0.6507511138916016
0,,0.22766025364398956,,,,,,0.25702178478240967,0.18974529206752777,0.31699490547180176
0,,0.5082064270973206,,,,,,0.22862555086612701,,0.2464798390865326
0,,,,,0.38643312454223633,0.5827682614326477,,,,
0,0.4541481137275696,0.07934413850307465,,0.14630618691444397,0.19624631106853485,,0.11254824697971344,,,
0,,0.1471363604068756,,0.19365684688091278,,,0.649189829826355,,,
0,,0.3084350824356079,,,0.1986587792634964,,,,0.47622960805892944,
0,0.12817297875881195,0.3479798138141632,,,,,,,0.5032444596290588,
0,0.3749869465827942,,,,0.297159343957901,0.1424371749162674,0.17039193212985992,,,
0,,,0.4496256411075592,0.07310310751199722,,0.21229586005210876,,0.1383775919675827,,0.1213282123208046
0,0.1306631863117218,,,0.3125320374965668,0.35077303647994995,,0.19870620965957642,,,
0,,,0.16592338681221008,0.30395251512527466,0.24283216893672943,,,,,0.2791764438152313
0,0.3272953927516937,0.36478567123413086,,,,,,,,0.29301831126213074
0,0.47083938121795654,,,,,,,,0.5033372640609741,
0,0.4203682243824005,,,0.10276130586862564,,,,0.1772204488515854,,0.28500229120254517
0,0.4687264561653137,0.12550322711467743,,,0.3420749604701996,,,,,
0,,,,0.1841168850660324,,,,,0.7988522052764893,
0,0.0885419026017189,0.5055223703384399,0.03140254318714142,,,0.29925355315208435,,0.04053376242518425,,0.031137369573116302
0,,0.407902330160141,,,,0.5612966418266296,,,,
0,,,0.14568962156772614,,,,0.8332422971725464,,,
0,0.3748629689216614,0.16071578860282898,0.2816201150417328,0.17654269933700562,,,,,,
0,,0.27083975076675415,,,0.08993778377771378,,0.6284473538398743,,,
0,,0.08296512812376022,,,,,0.8970205783843994,,,
0,,,,,,0.548106849193573,0.11310810595750809,,,0.3260486125946045
0,,,0.639863908290863,,0.33588510751724243,,,,,
0,,0.6465226411819458,,,,,0.3113403022289276,,,
0,,,0.2559342086315155,,,,0.18206582963466644,0.2916480004787445,,0.2594318389892578
0,,0.848102867603302,,,,,0.0304445531219244,,0.11033447086811066,
0,0.23010700941085815,0.7031764984130859,,,,,,,,
0,0.06817929446697235,,,,,,,,0.39132198691368103,0.5234162211418152
0,0.14239810407161713,,,,0.5253022909164429,0.317702054977417,,,,
0,0.6786787509918213,0.035519588738679886,,0.06089750677347183,,,,,0.21729569137096405,
0,0.2074577659368515,,,0.05982234328985214,,,,,0.4038817286491394,0.31829726696014404
0,0.010003157891333103,0.01000306662172079,0.01000156719237566,0.010002744384109974,0.9099761843681335,0.01000270713120699,0.0100041963160038,0.010002592578530312,0.010001929476857185,0.010001848451793194
0,0.15508399903774261,0.09442584961652756,,,0.4655839800834656,,,,,0.2737867832183838
0,0.06874080747365952,0.3990858495235443,,0.06714034825563431,,,0.3256957232952118,0.08640293031930923,0.04982961714267731,
0,,,,,0.6192630529403687,,,0.19146306812763214,,0.1698215901851654
0,,,0.06031402572989464,0.11765486747026443,,0.6245182156562805,,,0.08521467447280884,0.1077880784869194
0,,0.5037304162979126,,,0.3460806608200073,,0.1378747820854187,,,
0,,0.5160864591598511,,0.025466477498412132,,0.187665194272995,,0.0397777296602726,0.04537563398480415,0.18301141262054443
0,0.13587619364261627,,,0.2613948881626129,,0.059788964688777924,,0.14906993508338928,0.15705689787864685,0.2302512526512146
0,0.07349538803100586,,0.0797424241900444,,0.3055628836154938,,,0.2790525555610657,0.2560438811779022,
0,0.2657155692577362,,0.13267982006072998,0.08766540139913559,,,,,0.2338486909866333,0.27391326427459717
0,0.0869428813457489,,0.057816240936517715,,0.7489390969276428,,0.051205482333898544,,,0.0515957772731781
0,,,,0.3030607998371124,0.5676717758178711,,,,,0.1022799089550972
0,,,,0.14363950490951538,0.10071124881505966,,0.251628577709198,,0.210527241230011,0.28681680560112
0,0.1481526643037796,,,,0.282588392496109,,,,0.5324057340621948,
0,0.21820305287837982,0.6359961628913879,,,0.10689308494329453,,,,,
0,,,,,0.9357020258903503,,,,,
0,,,0.027848124504089355,0.45563992857933044,0.44159308075904846,,,,0.06506579369306564,
0,,,,,0.18032318353652954,,0.4266531765460968,,,0.3745853006839752
0,,0.24451953172683716,,0.05055497959256172,0.046360138803720474,,0.441419392824173,,0.11238164454698563,0.10194429010152817
0,0.19905857741832733,0.7270694971084595,,,,,,0.02615458145737648,,0.04309791326522827
0,0.21854351460933685,,,,0.12466604262590408,0.25127679109573364,,0.08801860362291336,0.3066197335720062,
0,,0.03665820509195328,0.1580672711133957,0.24182862043380737,0.13830424845218658,,0.04085902124643326,0.06874758750200272,,0.3140108287334442
0,0.474595308303833,,,,,0.2019944041967392,0.3071213662624359,,,
0,0.14006640017032623,,,0.043715860694646835,,0.41354477405548096,,0.24379171431064606,,0.14844578504562378
0,,,,0.20254594087600708,0.3201451301574707,,,,,0.4439352750778198
0,,0.12280689924955368,,,,0.4211052656173706,,,0.39035069942474365,0.054182715713977814
0,0.2117076963186264,,0.3534259498119354,0.18711401522159576,,,0.23195500671863556,,,
0,0.29267165064811707,,0.32496872544288635,,0.21531234681606293,,,,,0.15893422067165375
0,,0.10309796035289764,,0.27276358008384705,,,0.5547751784324646,0.062214817851781845,,
0,,,,0.3118837773799896,0.36271563172340393,,0.29737037420272827,,,
0,,0.5210583806037903,,,0.25633108615875244,,,0.2093926966190338,,
0,,0.30596300959587097,0.3177044093608856,,0.34449002146720886,,,,,
0,0.19490768015384674,,0.7014986872673035,,,,,,0.09037484973669052,
0,,0.5227441787719727,0.44390812516212463,,,,,,,
0,,0.10838960856199265,0.13903222978115082,,0.2313249260187149,,,,0.1640884429216385,0.35205981135368347
0,,0.25855281949043274,,,0.4136638343334198,,,0.2548629641532898,,0.05668691173195839
0,0.48976296186447144,,,0.4968930780887604,,,,,,
0,,0.8557275533676147,,,0.0513312891125679,,,0.019322019070386887,,0.06694301217794418
0,0.5694732069969177,,,,,,,0.13256575167179108,,0.29146629571914673
0,0.26589223742485046,,,0.23625966906547546,0.3683565855026245,0.12407787889242172,,,,
0,0.4405843913555145,0.12363555282354355,,,,0.4225600063800812,,,,
0,0.46917295455932617,,,0.060397669672966,,,,,0.4081699550151825,0.053295429795980453
0,,0.39565351605415344,,,,,,,,0.5857330560684204
0,0.1618737429380417,0.2591598629951477,,,,0.567651629447937,,,,
0,,,0.03014383651316166,0.5121817588806152,,,0.26935291290283203,0.18305540084838867,,
0,0.5379008054733276,,,,0.3954089879989624,,,,,
0,,,0.2510662078857422,,,0.4411250054836273,0.22314751148223877,0.07776045799255371,,
0,,,0.26281389594078064,0.12689030170440674,0.16615085303783417,,,,,0.4218922257423401
0,,,,,0.6343818306922913,,0.33978113532066345,,,
